OGLE-BLG-ECL-000028  BLG680.12.35846   17:39:03.54 -37:30:16.2  NC  18.862    -   0.18030005 0.719 0.567 5000.10937
OGLE-BLG-ECL-000029  BLG675.14.69526   17:39:26.25 -27:36:53.9  NC  17.129 17.950 0.20354910 0.342 0.319 5000.02214
OGLE-BLG-ECL-000030  BLG625.13.72702   17:39:35.38 -22:54:43.0  NC  19.029    -   0.14745975 0.211 0.183 5000.06232
OGLE-BLG-ECL-000031  BLG714.30.7960    17:39:50.22 -24:52:11.4  NC  18.256    -   0.20293342 0.298 0.233 5000.13215
OGLE-BLG-ECL-000032  BLG626.29.139495  17:40:08.01 -23:32:26.5   C  18.652 21.133 0.21236633 0.478 0.362 5000.16361
OGLE-BLG-ECL-000033  BLG625.12.44369   17:40:23.30 -22:53:23.4  NC  17.873 20.870 0.21180891 0.318 0.240 5000.10384
OGLE-BLG-ECL-000034  BLG626.11.120286  17:40:48.86 -24:18:33.8  NC  17.552 19.659 0.15737024 1.072 1.072 5000.08205
OGLE-BLG-ECL-000035  BLG680.19.29241   17:40:55.44 -36:58:46.1  NC  17.220 19.685 0.21323312 0.119 0.097 5000.17462
OGLE-BLG-ECL-000036  BLG609.19.95554   17:41:20.55 -34:34:48.5  NC  18.956 19.626 0.05194084 0.327 0.053 5000.01483
OGLE-BLG-ECL-000037  BLG677.20.147     17:41:24.79 -29:47:25.4  NC  16.966 19.885 0.19655932 0.198 0.198 5000.01337
OGLE-BLG-ECL-000038  BLG609.26.111553  17:41:46.29 -34:17:52.5   C  17.404 19.541 0.20222310 0.320 0.314 5000.07887
OGLE-BLG-ECL-000039  BLG633.25.14296   17:43:05.13 -24:32:42.7   C  16.575 19.043 0.20471915 0.411 0.347 5000.11863
OGLE-BLG-ECL-000040  BLG624.17.17204   17:43:08.22 -21:25:42.1   C  19.421    -   0.20905196 0.516 0.516 5000.19884
OGLE-BLG-ECL-000041  BLG631.15.99002   17:43:13.06 -22:27:05.7  NC  16.980 19.350 0.21554138 0.523 0.430 5000.01855
OGLE-BLG-ECL-000042  BLG605.06.45473   17:43:59.28 -36:58:23.1  NC  16.846 19.460 0.17306395 0.158 0.145 5000.00310
OGLE-BLG-ECL-000043  BLG605.22.1769    17:44:43.42 -36:35:01.0   C  18.717    -   0.18604235 0.563 0.445 5000.05501
OGLE-BLG-ECL-000044  BLG606.21.4249    17:45:15.55 -37:46:27.9  NC  18.784 20.257 0.18991463 2.174 0.073 5000.07323
OGLE-BLG-ECL-000045  BLG632.29.92105   17:45:36.77 -23:02:26.1  NC  17.729 19.165 0.13985716 0.172 0.051 5000.05008
OGLE-BLG-ECL-000046  BLG649.13.251     17:45:55.36 -28:14:42.2  NC  17.621    -   0.21287240 0.518 0.314 5000.16733
OGLE-BLG-ECL-000047  BLG632.28.115904  17:46:08.88 -22:55:52.9  NC  19.083    -   0.15356632 0.507 0.347 5000.05446
OGLE-BLG-ECL-000048  BLG605.03.1108    17:46:32.08 -37:12:42.2  NC  17.362 20.301 0.14063104 0.103 0.103 5000.03430
OGLE-BLG-ECL-000049  BLG650.03.21126   17:46:55.78 -29:35:44.9  NC  17.256    -   0.21022346 0.272 0.259 5000.03560
OGLE-BLG-ECL-000050  BLG605.02.4742    17:47:11.05 -37:12:49.1  NC  18.881 21.134 0.21954359 0.742 0.385 5000.12182
OGLE-BLG-ECL-000051  BLG629.01.28511   17:47:37.92 -20:10:19.1   C  18.818 21.135 0.21452075 0.628 0.530 5000.15099
OGLE-BLG-ECL-000052  BLG632.09.67248   17:47:43.31 -23:31:22.1  NC  18.497 19.807 0.05258043 0.280 0.040 5000.01148
OGLE-BLG-ECL-000053  BLG603.18.80685   17:47:53.43 -34:05:11.6   C  18.340 20.524 0.21758104 0.156 0.125 5000.15695
OGLE-BLG-ECL-000054  BLG599.24.87559   17:49:02.29 -35:51:29.1  NC  18.042 20.887 0.21599131 0.210 0.141 5000.15026
OGLE-BLG-ECL-000055  BLG638.31.2713    17:49:43.09 -22:29:15.4  NC  17.812 18.987 0.10509323 0.645 0.079 5000.02251
OGLE-BLG-ECL-000056  BLG502.14.149263  17:49:53.78 -33:32:13.0  NC  17.989 19.307 0.19165877 1.241 0.055 5000.05972
OGLE-BLG-ECL-000057  BLG502.14.80921   17:50:04.45 -33:46:30.3  NC  18.114 20.756 0.20902310 0.121 0.111 5000.14521
OGLE-BLG-ECL-000058  BLG503.23.15396   17:50:24.07 -34:37:37.9  NC  18.319 19.879 0.11679312 0.335 0.048 5000.11026
OGLE-BLG-ECL-000059  BLG503.30.137026  17:50:34.10 -34:13:50.2  NC  17.692 18.627 0.13148233 3.528 0.147 5000.11858
OGLE-BLG-ECL-000060  BLG500.06.38872   17:50:35.17 -28:58:48.7  NC  18.636 20.316 0.21362945 0.210 0.110 5000.17984
OGLE-BLG-ECL-000061  BLG533.13.598     17:51:24.49 -27:39:17.9   C  17.883    -   0.21964285 0.262 0.215 5000.18467
OGLE-BLG-ECL-000062  BLG639.20.55787   17:51:36.69 -24:02:33.7  NC  18.431 21.724 0.19279812 0.661 0.589 5000.16253
OGLE-BLG-ECL-000063  BLG503.04.57192   17:51:42.77 -35:16:34.8  NC  18.096 19.090 0.15899851 1.677 0.046 5000.09148
OGLE-BLG-ECL-000064  BLG534.04.81371   17:51:43.90 -31:26:10.4  NC  16.820 19.323 0.19918522 0.057 0.034 5000.10873
OGLE-BLG-ECL-000065  BLG501.29.56775   17:51:58.69 -29:20:28.2   C  17.394 19.603 0.21221016 0.470 0.426 5000.13037
OGLE-BLG-ECL-000066  BLG647.29.6718    17:52:08.99 -25:32:01.7  NC  18.285 21.479 0.09838192 0.862 0.619 5000.00352
OGLE-BLG-ECL-000067  BLG503.20.128659  17:52:17.68 -34:28:45.0  NC  19.743    -   0.21951640 0.911 0.598 5000.05069
OGLE-BLG-ECL-000068  BLG502.20.115062  17:52:22.09 -33:20:48.2   C  18.256 21.118 0.18992328 0.313 0.274 5000.08908
OGLE-BLG-ECL-000069  BLG534.11.114461  17:52:23.71 -31:09:15.0  NC  17.154 19.705 0.19272500 0.133 0.053 5000.06131
OGLE-BLG-ECL-000070  BLG534.03.84464   17:52:25.14 -31:33:16.4  NC  17.102 19.621 0.18112775 0.350 0.272 5000.03061
OGLE-BLG-ECL-000071  BLG533.03.38316   17:52:27.72 -27:43:16.7  NC  17.418    -   0.21450858 0.560 0.348 5000.15075
OGLE-BLG-ECL-000072  BLG501.20.105114  17:52:33.85 -29:48:58.5   C  18.223 20.343 0.21360439 0.280 0.248 5000.12487
OGLE-BLG-ECL-000073  BLG534.20.79138   17:52:36.37 -30:53:57.0   C  18.920 21.373 0.21831428 0.489 0.416 5000.18463
OGLE-BLG-ECL-000074  BLG534.20.40163   17:52:48.11 -30:48:12.4   C  17.004 18.884 0.19840617 0.311 0.285 5000.04709
OGLE-BLG-ECL-000075  BLG647.11.4855    17:52:54.53 -26:10:12.9   C  16.208 18.152 0.21995037 0.209 0.196 5000.09721
OGLE-BLG-ECL-000076  BLG502.19.103142  17:53:08.43 -33:24:23.0  NC  18.708 19.682 0.12464146 1.656 0.085 5000.07306
OGLE-BLG-ECL-000077  BLG637.17.30650   17:53:26.43 -21:34:04.6  NC  19.213 20.518 0.16711575 1.130 0.006 5000.14687
OGLE-BLG-ECL-000078  BLG535.18.137389  17:53:38.47 -32:03:36.3  NC  17.279 19.986 0.20608227 0.463 0.301 5000.18387
OGLE-BLG-ECL-000079  BLG502.01.136951  17:53:41.09 -33:58:37.6  NC  14.414 16.396 0.21739555 0.316 0.195 5000.18486
OGLE-BLG-ECL-000080  BLG600.26.62229   17:53:45.21 -36:52:44.8  NC  18.281 19.754 0.21167626 0.393 0.209 5000.08776
OGLE-BLG-ECL-000081  BLG501.09.58540   17:54:13.75 -30:06:13.1  NC  17.775 18.570 0.12398471 0.855 0.153 5000.07125
OGLE-BLG-ECL-000082  BLG510.16.126296  17:54:16.19 -35:26:39.5  CV  17.129 17.635 0.07193083 1.915 0.537 5000.00151
OGLE-BLG-ECL-000083  BLG507.16.86113   17:54:32.51 -31:57:51.5  NC  18.414 19.562 0.17634760 2.139 0.047 5000.15122
OGLE-BLG-ECL-000084  BLG509.16.58202   17:54:40.07 -34:18:54.0  NC  19.292    -   0.21472543 0.307 0.234 5000.07134
OGLE-BLG-ECL-000085  BLG645.25.2203    17:54:56.27 -26:37:57.2   C  15.045 16.211 0.20753470 0.123 0.105 5000.12631
OGLE-BLG-ECL-000086  BLG506.07.160229  17:55:08.50 -30:58:30.4   C  18.080 19.982 0.21467653 0.227 0.205 5000.04988
OGLE-BLG-ECL-000087  BLG510.06.57512   17:56:04.07 -35:43:56.6  NC  18.530 19.997 0.16199891 0.194 0.179 5000.10160
OGLE-BLG-ECL-000088  BLG506.31.51102   17:56:06.97 -30:05:04.6  NC  18.546    -   0.15459253 0.425 0.097 5000.09179
OGLE-BLG-ECL-000089  BLG509.23.54031   17:56:10.38 -34:01:38.0  NC  18.230 19.785 0.21423606 0.209 0.204 5000.09523
OGLE-BLG-ECL-000090  BLG641.20.31810   17:56:37.91 -20:46:15.8  NC  19.068    -   0.20569979 0.477 0.216 5000.16470
OGLE-BLG-ECL-000091  BLG507.30.105245  17:56:38.74 -31:16:28.8  NC  18.259    -   0.06742161 0.734 0.063 5000.00753
OGLE-BLG-ECL-000092  BLG643.11.5244    17:56:57.01 -23:35:03.3  NC  18.651    -   0.21727689 0.272 0.175 5000.00345
OGLE-BLG-ECL-000093  BLG507.22.15523   17:57:01.04 -31:33:21.5  NC  18.214 20.545 0.20742160 0.244 0.172 5000.06969
OGLE-BLG-ECL-000094  BLG507.21.120446  17:57:31.37 -31:25:25.4  NC  19.071 20.010 0.16292828 1.265 0.187 5000.09042
OGLE-BLG-ECL-000095  BLG509.21.63458   17:57:36.65 -33:57:34.0  NC  19.201 19.572 0.06554264 0.447 0.076 5000.01776
OGLE-BLG-ECL-000096  BLG536.28.34098   17:58:29.90 -36:05:00.3   C  18.380 20.207 0.21041908 0.532 0.508 5000.19263
OGLE-BLG-ECL-000097  BLG506.03.14018   17:58:32.45 -30:57:52.5  NC  18.849 21.077 0.21445234 0.236 0.229 5000.05039
OGLE-BLG-ECL-000098  BLG507.27.159603  17:58:43.57 -31:07:44.4  NC  18.342 20.260 0.20282320 0.630 0.588 5000.01442
OGLE-BLG-ECL-000099  BLG642.17.7471    17:58:44.52 -21:58:03.7  NC  17.467 19.837 0.21970385 0.645 0.379 5000.10741
OGLE-BLG-ECL-000100  BLG510.10.92456   17:58:46.72 -35:37:26.5   C  19.915 21.321 0.19790591 0.782 0.748 5000.15823
OGLE-BLG-ECL-000101  BLG507.27.87397   17:58:54.07 -31:19:01.3  CV  17.144 18.436 0.16832471 0.985 0.196 5000.10853
OGLE-BLG-ECL-000102  BLG645.27.1847    17:59:11.72 -26:24:39.8  CV  18.514 20.455 0.21194484 0.928 0.091 5000.00211
OGLE-BLG-ECL-000103  BLG504.26.187693  17:59:27.25 -27:25:56.8  NC  17.459 17.801 0.07781521 0.868 0.142 5000.05334
OGLE-BLG-ECL-000104  BLG509.18.114610  17:59:31.86 -33:59:15.9   C  16.628 18.256 0.20074973 0.782 0.734 5000.07012
OGLE-BLG-ECL-000105  BLG510.18.111827  17:59:33.57 -35:05:47.9   C  18.120 19.960 0.20774695 0.268 0.256 5000.04193
OGLE-BLG-ECL-000106  BLG504.09.32189   17:59:51.56 -28:05:07.0   C  17.373 19.533 0.21823305 0.486 0.459 5000.12191
OGLE-BLG-ECL-000107  BLG505.26.15086   17:59:54.79 -28:47:51.3   C  18.384 20.287 0.20741177 0.245 0.229 5000.02366
OGLE-BLG-ECL-000108  BLG505.08.148770  18:00:13.42 -29:31:18.1  NC  16.985    -   0.15699801 0.056 0.055 5000.13420
OGLE-BLG-ECL-000109  BLG536.17.62318   18:00:16.41 -36:31:25.3  NC  18.878 19.114 0.09550029 2.410 0.183 5000.07372
OGLE-BLG-ECL-000110  BLG512.25.88395   18:00:23.28 -28:23:42.1  NC  17.947 18.452 0.09502377 1.014 0.175 5000.06098
OGLE-BLG-ECL-000111  BLG509.17.63177   18:00:26.16 -34:08:02.3  NC  17.838 18.155 0.14477890 1.823 0.201 5000.00382
OGLE-BLG-ECL-000112  BLG517.25.5486    18:00:44.85 -34:43:11.4   C  18.596 21.142 0.21978377 1.035 0.913 5000.08767
OGLE-BLG-ECL-000113  BLG511.15.139643  18:00:45.28 -27:23:58.8   C  19.689    -   0.21628443 0.407 0.360 5000.17075
OGLE-BLG-ECL-000114  BLG510.08.2354    18:00:48.04 -35:38:35.1  NC  17.082 17.124 0.07030228 0.396 0.081 5000.04324
OGLE-BLG-ECL-000115  BLG513.24.88930   18:00:49.45 -29:41:53.7   C  18.316 20.119 0.20679695 0.417 0.392 5000.04816
OGLE-BLG-ECL-000116  BLG512.07.70496   18:01:03.26 -29:07:42.1   C  19.608    -   0.21995790 0.647 0.600 5000.03207
OGLE-BLG-ECL-000117  BLG513.32.29067   18:01:14.91 -29:14:32.7  NC  18.606 19.571 0.18604536 0.351 0.194 5000.03255
OGLE-BLG-ECL-000118  BLG514.24.28571   18:01:21.11 -30:51:26.1   C  19.789    -   0.21512491 0.849 0.802 5000.07612
OGLE-BLG-ECL-000119  BLG517.32.1235    18:01:26.76 -34:26:18.0  NC  17.705 20.134 0.21796950 0.300 0.187 5000.21128
OGLE-BLG-ECL-000120  BLG514.14.1991    18:01:58.92 -31:22:14.5  NC  19.755    -   0.21027503 1.206 0.753 5000.09915
OGLE-BLG-ECL-000121  BLG515.23.8907    18:02:03.22 -32:12:54.2  NC  18.978 21.498 0.17443360 0.251 0.164 5000.03222
OGLE-BLG-ECL-000122  BLG515.31.582     18:02:07.41 -31:57:22.4   C  17.971 19.556 0.20754476 0.214 0.201 5000.00098
OGLE-BLG-ECL-000123  BLG144.1.79955    18:02:17.72 -33:50:15.4   C  18.357 20.706 0.21538126 0.318 0.267 5000.00905
OGLE-BLG-ECL-000124  BLG515.22.142930  18:02:17.95 -32:01:50.0  NC  17.438 17.704 0.06937682 0.661 0.128 5000.05064
OGLE-BLG-ECL-000125  BLG516.22.131753  18:02:21.80 -33:14:17.1  NC  18.681    -   0.16782500 0.330 0.284 5000.12013
OGLE-BLG-ECL-000126  BLG664.05.13499   18:02:21.86 -25:20:32.2  NC  18.883 20.330 0.13361589 3.093 0.245 5000.02634
OGLE-BLG-ECL-000127  BLG514.13.70139   18:02:36.20 -31:08:21.6  NC  17.185 19.816 0.16641697 0.179 0.157 5000.13161
OGLE-BLG-ECL-000128  BLG511.21.74930   18:02:54.15 -27:19:42.1   C  16.474 17.906 0.21269598 0.062 0.059 5000.06167
OGLE-BLG-ECL-000129  BLG517.04.29598   18:03:35.44 -35:12:02.8   C  18.457 19.844 0.19551371 0.482 0.386 5000.16509
OGLE-BLG-ECL-000130  BLG514.11.116768  18:03:35.45 -31:09:28.0  NC  19.488    -   0.20963980 0.393 0.358 5000.04390
OGLE-BLG-ECL-000131  BLG512.28.169115  18:03:37.91 -28:00:07.8  NC  16.295 17.320 0.15356160 0.235 0.085 5000.10035
OGLE-BLG-ECL-000132  BLG514.11.112172  18:03:40.41 -31:11:33.2  NC  19.287    -   0.18406893 0.580 0.482 5000.13948
OGLE-BLG-ECL-000133  BLG513.03.34355   18:03:54.84 -30:27:10.0   C  17.505 19.545 0.20401930 0.556 0.505 5000.07375
OGLE-BLG-ECL-000134  BLG512.11.23657   18:04:02.57 -28:46:39.9   C  18.687 20.206 0.21080234 0.210 0.201 5000.09069
OGLE-BLG-ECL-000135  BLG511.19.160012  18:04:06.22 -27:21:26.7  NC  19.242    -   0.21566222 0.461 0.433 5000.13859
OGLE-BLG-ECL-000136  BLG515.11.40796   18:04:07.21 -32:29:30.1  NC  19.036 20.708 0.19580412 0.258 0.258 5000.11173
OGLE-BLG-ECL-000137  BLG190.7.204253   18:04:09.98 -30:06:03.5   C  18.060 19.618 0.20871448 0.200 0.200 5000.15829
OGLE-BLG-ECL-000138  BLG511.27.109653  18:04:16.59 -26:59:09.5  NC  19.162 20.619 0.16117736 0.973 0.084 5000.00554
OGLE-BLG-ECL-000139  BLG517.28.12910   18:04:31.04 -34:19:43.6  NC  14.043 13.921 0.09702380 0.463 0.102 5000.05865
OGLE-BLG-ECL-000140  BLG646.10.8627    18:04:33.51 -26:22:58.5   C  18.353 21.231 0.21956741 0.271 0.221 5000.17789
OGLE-BLG-ECL-000141  BLG512.10.39658   18:04:42.48 -28:42:38.0   C  19.338    -   0.21436650 0.459 0.454 5000.18102
OGLE-BLG-ECL-000142  BLG190.2.54510    18:04:44.20 -30:09:05.5  NC  15.931 18.284 0.19839038 0.805 0.750 5000.01586
OGLE-BLG-ECL-000143  BLG517.02.81487   18:04:44.28 -35:14:09.7  NC  19.549 20.763 0.21464645 0.607 0.607 5000.09395
OGLE-BLG-ECL-000144  BLG511.18.169795  18:04:49.75 -27:15:15.4   C  17.507 19.171 0.21894593 0.410 0.373 5000.02280
OGLE-BLG-ECL-000145  BLG515.27.16652   18:04:56.97 -31:49:44.7   C  18.577 20.725 0.21104030 0.781 0.634 5000.13793
OGLE-BLG-ECL-000146  BLG517.01.71488   18:05:24.23 -35:12:27.7   C  17.123 18.388 0.20906106 0.517 0.476 5000.15209
OGLE-BLG-ECL-000147  BLG515.18.43151   18:05:33.33 -32:10:34.6  NC  18.317 18.853 0.10611778 0.257 0.064 5000.09141
OGLE-BLG-ECL-000148  BLG519.25.72550   18:05:45.97 -27:49:09.9   C  19.228    -   0.20563821 0.752 0.596 5000.12289
OGLE-BLG-ECL-000149  BLG519.15.134227  18:06:14.14 -28:01:56.0  NC  17.444 18.260 0.12771149 0.593 0.058 5000.11793
OGLE-BLG-ECL-000150  BLG520.24.105343  18:06:24.41 -29:07:44.8  NC  17.575 18.216 0.17843223 0.977 0.151 5000.13227
OGLE-BLG-ECL-000151  BLG717.24.5619    18:06:36.33 -22:58:24.1  NC  19.274    -   0.17750663 0.564 0.411 5000.13930
OGLE-BLG-ECL-000152  BLG519.06.185290  18:06:55.39 -28:21:15.5  NC  18.433 20.159 0.20869993 0.136 0.121 5000.10526
OGLE-BLG-ECL-000153  BLG597.31.50098   18:07:24.12 -33:46:36.6  NC  18.895    -   0.21532163 0.315 0.287 5000.13906
OGLE-BLG-ECL-000154  BLG518.13.162462  18:07:28.02 -26:48:56.2  NC  17.985 20.169 0.21645514 0.579 0.274 5000.13304
OGLE-BLG-ECL-000155  BLG597.14.34327   18:07:46.40 -34:11:59.9  NC  16.241 17.588 0.19666369 0.068 0.053 5000.03080
OGLE-BLG-ECL-000156  BLG519.22.127054  18:07:47.29 -27:46:42.1  NC  18.204 19.325 0.21834628 0.265 0.228 5000.17826
OGLE-BLG-ECL-000157  BLG573.30.142222  18:08:00.04 -31:09:11.0  NC  19.431 21.578 0.19551617 0.540 0.366 5000.08256
OGLE-BLG-ECL-000158  BLG519.21.145655  18:08:17.80 -27:56:43.6  NC  18.783    -   0.19180841 0.346 0.322 5000.18606
OGLE-BLG-ECL-000159  BLG573.05.27      18:08:28.90 -32:18:05.2  NC  15.020 16.501 0.15159385 0.060 0.051 5000.11191
OGLE-BLG-ECL-000160  BLG580.21.4379    18:08:36.27 -25:30:14.1  NC  16.988 18.520 0.11793476 0.103 0.029 5000.05968
OGLE-BLG-ECL-000161  BLG518.27.144913  18:09:31.54 -26:17:10.7   C  19.167 21.426 0.21757288 1.024 0.874 5000.17081
OGLE-BLG-ECL-000162  BLG588.28.112178  18:09:33.86 -32:23:44.6  NC  18.868 19.003 0.06791815 0.578 0.125 5000.02396
OGLE-BLG-ECL-000163  BLG518.19.84803   18:09:48.03 -26:41:49.4  NC  16.247 16.524 0.12505021 0.443 0.062 5000.03165
OGLE-BLG-ECL-000164  BLG588.28.23656   18:10:01.59 -32:19:40.2   C  18.343 20.073 0.20746530 0.346 0.331 5000.20743
OGLE-BLG-ECL-000165  BLG519.10.57370   18:10:02.55 -28:09:19.4   C  18.735 20.224 0.21289791 0.211 0.180 5000.20893
OGLE-BLG-ECL-000166  BLG580.27.18209   18:10:03.68 -25:02:52.2   C  17.553 19.111 0.21342379 0.468 0.430 5000.20483
OGLE-BLG-ECL-000167  BLG597.10.56805   18:10:34.99 -34:14:17.8  NC  17.999 20.131 0.15678870 0.606 0.533 5000.01266
OGLE-BLG-ECL-000168  BLG520.09.123758  18:10:36.75 -29:13:43.7  NC  16.805 19.475 0.20280139 0.106 0.087 5000.10296
OGLE-BLG-ECL-000169  BLG521.01.93410   18:10:46.57 -30:52:31.7  CV  19.337 21.143 0.18294070 0.844 0.368 5000.10884
OGLE-BLG-ECL-000170  BLG523.25.49470   18:11:12.63 -27:18:36.7   C  17.220 19.104 0.21491916 0.309 0.300 5000.16913
OGLE-BLG-ECL-000171  BLG573.01.34403   18:11:14.75 -32:16:27.2  NC  19.873 20.019 0.10078663 2.848 0.223 5000.04841
OGLE-BLG-ECL-000172  BLG543.25.8430    18:11:24.94 -22:21:03.7   C  17.771 19.673 0.21683472 0.447 0.447 5000.16093
OGLE-BLG-ECL-000173  BLG519.08.66363   18:11:26.48 -28:05:59.0  NC  17.307 18.871 0.21373651 0.077 0.077 5000.16801
OGLE-BLG-ECL-000174  BLG597.17.44158   18:11:55.79 -34:03:25.5   C  17.137 18.906 0.21123351 0.346 0.346 5000.13586
OGLE-BLG-ECL-000175  BLG523.32.28897   18:12:07.66 -26:50:47.1   C  19.222 20.829 0.21898089 0.363 0.363 5000.20776
OGLE-BLG-ECL-000176  BLG588.08.4760    18:12:13.63 -33:09:43.7  NC  19.672 19.538 0.05274168 0.869 0.148 5000.01554
OGLE-BLG-ECL-000177  BLG525.23.84115   18:12:43.43 -29:47:23.9  NC  18.111 19.858 0.21767825 0.272 0.272 5000.13139
OGLE-BLG-ECL-000178  BLG546.15.15756   18:12:43.98 -32:28:53.3   C  18.803 19.937 0.20761823 0.656 0.656 5000.20717
OGLE-BLG-ECL-000179  BLG545.05.97431   18:12:55.88 -25:29:16.5  NC  18.553    -   0.13150761 0.318 0.284 5000.02899
OGLE-BLG-ECL-000180  BLG526.23.64344   18:12:59.39 -30:58:26.5   C  18.866    -   0.21574360 0.400 0.400 5000.14628
OGLE-BLG-ECL-000181  BLG523.22.57574   18:13:17.20 -27:19:08.6   C  19.788 21.663 0.21983825 0.561 0.561 5000.08163
OGLE-BLG-ECL-000182  BLG543.21.91122   18:13:45.45 -22:12:16.6   C  16.519 18.295 0.21223254 0.268 0.260 5000.17720
OGLE-BLG-ECL-000183  BLG525.13.108     18:13:46.21 -30:07:52.9  NC  16.020 16.407 0.21578889 0.675 0.255 5000.16021
OGLE-BLG-ECL-000184  BLG525.29.134670  18:13:54.61 -29:24:42.7   C  18.275 20.330 0.19130776 1.067 1.055 5000.05443
OGLE-BLG-ECL-000185  BLG546.30.35103   18:13:59.48 -31:45:31.4  NC  18.618 21.137 0.20824693 0.355 0.320 5000.00931
OGLE-BLG-ECL-000186  BLG522.21.677     18:14:06.16 -26:08:12.2   C  18.289 19.920 0.21791579 0.594 0.561 5000.21571
OGLE-BLG-ECL-000187  BLG522.11.82909   18:14:20.85 -26:21:31.9  NC  17.266 17.733 0.19371085 0.526 0.215 5000.02157
OGLE-BLG-ECL-000188  BLG544.11.89037   18:14:22.39 -23:49:40.4  NC  18.428 21.396 0.21824554 0.603 0.365 5000.11535
OGLE-BLG-ECL-000189  BLG524.11.161655  18:14:33.01 -28:47:35.3  NC  19.826    -   0.19425659 1.623 0.340 5000.15874
OGLE-BLG-ECL-000190  BLG523.03.18877   18:14:56.22 -27:52:27.3   C  18.912 20.538 0.21288074 0.673 0.627 5000.03318
OGLE-BLG-ECL-000191  BLG543.27.35984   18:15:24.82 -21:54:40.3  NC  18.573 21.254 0.17200181 0.746 0.653 5000.07693
